Crop,Temperature,Rainfall,Humidity,Soil pH,Yield
rice,27.655771505504735,1616.3293570130536,68.68586307732801,5.618440061357465,3136.3224483714903
rice,31.352080294456652,1581.9051134927452,73.58550686738177,6.758251787834407,2843.927653745998
rice,25.878253150239892,1281.3383003409263,65.90938704295013,5.522463879263058,2762.6121697620215
rice,21.012415719604405,1893.894204086745,77.89056351990567,6.002725269785106,2977.2161220276034
rice,21.51610257181218,1679.6578712943901,75.74143551770557,6.9454268108863815,2670.130150424543
rice,29.992306767361587,1346.9472603048837,79.71650493499085,6.568071270973952,2720.165677831196
rice,23.175067596996364,1692.5524903249386,60.72575599577843,6.735595615651628,3305.6008279500684
rice,29.092690592541626,1453.1387052219457,84.38863104926739,6.435297623145555,2619.7014189101233
rice,28.010373967819152,1607.409290059078,73.7502722639297,6.82186380291628,3785.252852389408
rice,30.30058523423932,1785.9712142776948,84.70725671220549,6.792279653716751,2817.67984706808
rice,30.28530418752923,1594.304004442225,77.9878322716661,5.551095851006239,1897.4450442533655
rice,25.447748910082293,1687.8303748101735,63.90259338121325,6.224212200805459,2264.6378800182965
rice,21.70862385184921,1870.9073076951536,63.18036000794345,6.317508959087681,3217.04260982057
rice,28.02836247864204,1818.3793445667948,55.75147209523145,5.82040712790656,3160.61246916884
rice,23.153627690800533,1953.4776265574537,60.52287975455996,6.852132992181834,2910.9427248152515
rice,27.837056053370905,1275.004237185563,79.75934459708503,6.579035271938131,3493.6780989436656
rice,30.858866328890734,1754.9505233002078,72.02529313809171,6.324646317775035,3536.81256041941
rice,20.05112237246224,1553.5325067714698,75.22281484314146,6.986691486046679,2567.884991809718
rice,27.520959752853116,1639.6256806799745,60.517745285983345,6.084037204836411,2946.143598036191
rice,21.12154510957408,1521.900262097395,75.74388877726562,5.687298381210395,2389.385953659593
rice,26.02955636023925,1347.8605861676597,67.14116101415122,5.693754749106934,3199.0913371342626
rice,30.06976465354723,1789.8015865466152,76.34788434741367,6.001240464807103,3297.0714845480734
rice,30.854406274863265,1365.7866095510417,64.20151687025381,6.07506557314096,2725.5165360060037
rice,24.347922461676752,1847.9254297312623,82.44469783345473,6.917577512509988,2820.6414652770945
rice,27.38759314769345,1501.2321690802992,84.62716977308466,6.547140424257982,3405.6589678383425
rice,31.512034844989437,1726.4437904226515,69.88342048040113,6.293519218545802,3117.7980553939224
rice,27.11707470096271,1745.0276343821251,82.24952663041667,5.71359833487723,3848.735733092447
rice,29.356190027391193,1892.386136368707,57.900506218313694,5.87793376796424,3953.2979661862
rice,28.434942379356404,1873.6519378127527,59.63777136277369,6.1681121346041685,2643.7472024118224
rice,30.83991554327355,1565.546036507002,75.50753393602393,6.945830804888838,2983.7859945475284
rice,25.532602625475608,1914.2852013925885,59.526685416944744,6.247814971131285,3352.5777488398
rice,24.872091840093056,1388.4784897576176,56.569156165261106,5.899595423279227,2615.628783959831
rice,29.3778361797891,1507.3540312767027,83.29450080889326,5.61122482139064,3123.1369361223774
rice,29.387213112216397,1481.2213941791642,78.13814415044948,5.542640677165902,2985.7727512988617
rice,22.04655754723778,1381.3482248401203,60.8132794230803,6.244503839345701,3299.3029792388816
rice,29.909636146048356,1946.29540001559,58.74454317700467,6.825835862138687,2983.660658692387
rice,29.742655100137032,1447.0851200694235,74.80631197600306,6.529261265682226,3191.363967312498
rice,25.502047916945315,1712.5007987307802,72.10522607288956,5.711652718234875,2967.8864082698383
rice,21.097777073205336,1926.01176873873,57.7183037655571,6.363208932477617,2272.206320500289
rice,24.245005672639284,1640.653772983671,76.56596235791339,6.842704371246529,2361.8611504454207
rice,21.328771987765112,1629.111745132087,79.38654713683064,6.38725225514156,2368.1881676234675
rice,21.790624083776613,1411.0496872863055,74.46382093034566,6.2616645949284,2727.9019069182714
rice,27.88999271269153,1702.239594474804,70.40770301864691,5.808880643684951,2799.003067064748
rice,20.121723407505268,1381.6928248478218,63.87203709689734,6.841908241652055,3132.411160981039
rice,22.93619153965476,1278.1237790857992,69.41127132126572,5.868277420621471,2855.5190086099437
rice,29.71475014858161,1249.2207751686972,64.50853784495183,6.43246663977534,2974.1699972764113
rice,31.578173463580455,1951.467058454609,78.60711995026548,5.516271183581377,3052.926202778884
rice,21.736204485161927,1728.4645628780934,77.2150607047008,5.747751510081444,3439.2578643542656
rice,27.890281483986808,1312.8747691968774,55.174011632323264,5.874579076789819,2266.8146213982704
rice,26.294380727962224,1350.3067805714322,65.2075088527583,6.513288369569752,2793.0367801628477
maize,25.253195076046815,1389.7096635348967,58.981294057855116,6.871419644030252,2707.698758087843
maize,28.84052312258083,1225.2601625239606,62.655885581747825,6.574047249583932,3054.1273233837455
maize,23.90115395706366,1968.700867785965,61.53936167132785,5.611141339407111,3056.189894374468
maize,23.734421463741754,1862.4056456178548,60.27784179153674,6.634759439829767,2343.897354931216
maize,24.412539004121207,1934.791317116788,68.10898273225767,5.950481422423866,2869.539848259823
maize,21.322302426082054,1385.141956301357,66.69407195671515,6.954750127452149,2261.372712402349
maize,24.33267430214675,1436.4073805292792,67.46657330670953,5.578965304333872,3047.96741065647
maize,25.489911224133927,1832.4332166150316,56.822149992413955,5.656916650048263,3097.6090234741696
maize,22.63261966102567,1716.307994785451,55.53612929344656,6.766375489864203,2739.8449924425354
maize,20.663377404505756,1883.005269336036,62.91657391999895,5.6311333295653005,3522.930064230879
maize,31.76997982940864,1890.8514775552735,62.54824875525559,5.652911843360064,3550.1520910623694
maize,28.714903759204702,1413.3783521311193,57.85306316499944,6.4841830629627975,3352.728477920422
maize,23.517808073128595,1626.6280140799868,72.2235905625358,5.983023411380583,2513.9436626686984
maize,29.60845123518652,1331.9264484782798,69.29370644037422,6.750193918203025,2717.800099672882
maize,24.021288358937014,1201.551041836208,84.27835620340463,6.457446818162547,2622.587036535181
maize,22.289516187468983,1911.8510223914009,70.278930635633,6.341301236626611,2497.135344079163
maize,20.00003904730333,1234.4267512564018,80.42798067476912,5.593833049696252,2873.324960709608
maize,21.91910964595395,1293.8729824269249,60.14426506343812,6.5072034101686285,3464.3046200990116
maize,30.318840111320633,1817.2158091191623,74.23783710649045,5.532659731348624,2925.9611222076737
maize,24.97795239680669,1782.205154823942,80.62260848973243,5.528431865752478,3248.213330165018
maize,29.24451301588695,1933.0738775985562,63.14687629106069,6.165159029931372,3364.078996643188
maize,21.699644822965663,1372.7828654785499,61.10315941346003,6.063062905061307,2912.654865345823
maize,30.140876792448314,1666.157759507765,79.93114299365503,6.265895132109645,3128.233413815083
maize,24.442345050714277,1573.5913760194073,72.62197880583523,6.121317051295495,3098.53402186945
maize,30.384208251055824,1283.242767211773,66.22009202734536,5.776859249061025,3898.6302190379247
maize,24.698724279742166,1394.1725456962433,78.92828670704286,5.991811240009094,2515.676466822928
maize,31.722692925170904,1396.3141254657608,79.44652210612557,6.591124306818166,2678.4230185073907
maize,30.662815251225258,1451.4660724318933,64.05815938569694,6.655169176960781,2660.0203604743415
maize,29.97141465203429,1979.3845090151285,65.32698810157551,6.498829499697688,3153.8136286677513
maize,23.786331839560514,1531.0205126160936,70.06292821816949,6.992549553911866,2824.1618641383707
maize,23.58546474164831,1513.9451981469151,59.318414541549494,6.553547773037997,3228.9321210334065
maize,27.19236331837355,1668.7471469517618,73.85973386586143,6.170349096739866,3634.0354203223205
maize,27.936375321211152,1443.2313114376666,61.91946181897049,5.754599630600554,3446.5052210553886
maize,28.81034158177075,1851.2773707191868,78.39732727595973,6.284715455338674,4028.095928003173
maize,27.616724710469462,1995.176228289578,71.21828221509493,5.756899015134094,3212.1808584411187
maize,24.492813617476507,1711.6355358442736,62.96621189975565,6.645901714439068,1969.838176702615
maize,23.166833133269936,1677.7159313049904,61.10072481695996,6.014197020126915,3980.358534198159
maize,21.885294030331995,1531.7066345049575,70.81729043587534,6.605179574200365,3370.392226214991
maize,25.609128318238525,1338.9103248980666,77.38413740822823,6.1105889160672024,2819.3629920332787
maize,29.13844747145876,1328.6195484156005,66.08360630694267,5.947059322584802,2895.4234260505013
maize,26.31265221773574,1562.645840358049,71.14558477283606,6.613622028109374,4126.458226027261
maize,20.19804006043821,1243.4267448146575,65.4787618942616,5.932427035003916,3262.5755953134567
maize,29.380145741093116,1248.3715496060763,83.89801022406454,6.684121827892317,2445.1305789992766
maize,23.95113118250124,1897.8762937242032,68.45192797980305,5.860685524984135,3523.1350254465583
maize,28.439406231973766,1960.4204950384105,76.22591043436232,6.957150429051234,3209.652202220624
maize,27.185252862335,1341.6424086151242,70.62144583738363,6.3251427666972955,3198.479544673088
maize,27.066705541153627,1934.0908575202702,57.63019040835259,5.5802069561908825,2270.746157659596
